Category,Brand,Ttile,SKU Code,SKU Length,MRP,Case Pack,HSN,GST%,EAN/UPC,ASIN,FSN,BB ID,Blinkit ID,Swiggy ID,Zepto ID,Jiomart Id,Super daily,Margin to RK (ASP),Margin to CRPL (ASP),Margin to Blinkit (MRP),Margin to Swiggy (MRP),Margin to Dunzo (MRP),Margin to Bigbasket (MRP),Margin to Zepto (MRP),Margin to FK Grocery (MRP),Margin to RK Fresh (ASP)
Wet Tissues,Origami,Origami So Soft Wet Wipes 25 Pulls (Pack of 4) (Assorted Flavours),ASSOWW25X4,10,380,12,33079090,18%,8906004867767,-,WIPFGPZMSRS6SHP2,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue 2 Ply (200 Pulls) Pack of 5,FT200X5,7,925,3,48182000,18%,8906004867729,-,FLTFGPZFREFGUZYY,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami So..Soft Tissue Paper Table-Top Napkins 32cm x 32cm 100 serviettes per pack 1ply pack of 4,TT100X4-1P,10,340,7,48182000,18%,8906004867811,-,NAPFN833F5WT6KEJ,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami So Soft Wet Wipes 10 Pulls (Pack of 10)  (Assorted Flavours) ,ASSOWW10X10,11,450,9,33079090,18%,8906004867774,-,WIPFGPZHACUEHUDH,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami So..Soft Tissue Paper Napkins (Value Pack) 30cm x 30cm 100 serviettes per pack 1ply pack of 4,ValueX100X4,11,340,15,48182000,18%,8906004867804,-,NAPFN833YMZWCGVS,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Origami So Soft Toilet Roll (6 Rolls in 1) Pack of 3 - 3 Ply - 160 Sheets Per Roll,TR6X1-3P3,9,870,5,48181000,18%,8906004867743,-,TPOFGPZYPJYWST9F,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Toilet Roll Pack of 4, 340 Pulls, 3 Ply",TR4X1P3,7,375,12,48181000,18%,8906004861147,-,TPOG9XWDN4XVMSYH,-,-,13810,120285,590308641,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Toilet Roll Pack of 4, 340 Pulls, 3 Ply",TR4X1P33,8,375,12,48181000,18%,8906004861147,-,TPOFN83AR2EGDXUE,-,-,13810,-,590308641,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Origami,Origami so-soft-3-ply-pocket-hanky 10 pulls  Pack of 10,DPTP10P10P3,11,120,12,48181000,18%,8906004865657,-,-,40000643,10001553,13808,-,600619076,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Origami,"Pocket Tissues Pack of 20, 10 Pulls Each, 3 Ply",POCKET10S20S,12,270,6,48181000,18%,8906004863776,-,NAPFGPZRYQSZFXWH,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami So..Soft Toilet Tissue Paper Roll 10 in 1, 2ply, 230pulls per roll",TR10X1-2P,9,395,8,48181000,18%,8906004866159,-,TPOFN83AHYHNUS8K,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,"Napkins Table Top, 32cm x 32cm , 100 Serviettes Per Pack, 1 Ply (Plain) (Pack of 6)",TT100X6-1P,10,510,5,48182000,18%,8906004867781,-,NAPFGPZRXCXZVSKF,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue 2 Ply (100 Pulls) Pack of 6,FT100X6P2,9,600,8,48182000,18%,8906004867705,-,FLTFGPZFRHJYFHUP,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami Baby Care- Baby Luv Wet Wipes - 80 Alcohol Free Wipes for Babies,LUVBABY80S,10,240,16,33079090,18%,8906004866678,-,WIPFN822CZHHAG5N,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,Origami So..Soft Kitchen Paper Towels (Kitchen Paper Rolls) 2 in 1 60pulls 2ply,KT2X1-2P60S,11,190,18,48181000,18%,8906004864247,-,KNRFN82ZGSYUNR7U,-,10001538,3252,100548,590308645,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Toilet Roll Pack of 6, 160 Pulls, 3 Ply",TR6X1-1P3P,10,290,16,48181000,18%,8906004861130,B00E3QVP06,TPOFN83AJTZBGHMP,40000666,10003387,-,-,590307594,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,Origami Good Karma 1 Ply Unbleached Tissue Paper Napkins- Pack of 6 - 600 Pulls,GKTT100S1P6P,12,480,4,48182000,18%,8906004867071,-,NAPGQ57FT5E7FGND,-,-,-,-,590309868,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Luxuria 3 ply Toilet TIssue Roll - Pack of 12 rolls - 140 pulls per roll - 1680 pulls Toilet Paper Roll (3 Ply, 140 Sheets)",LTR12R3P140S,12,760,6,48181000,18%,8906004865541,B07DXHS3R4,TPOG3GHFCAWCSXTU,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami So Soft - 3 Ply Toilet Paper | Tissue Roll - 10 in 1 (Pack of 2)- 20 Rolls - Total 3200 Pulls Toilet Paper Roll (3 Ply, 160 Sheets)",TR10X1-2P-2,11,940,4,48181000,18%,8906004863851,-,TPOG5XQS5ZCJJ6WW,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami So Soft Absorbent 2 ply Kitchen Towels-60 pulls per roll-8 Rolls-480 Pulls (2 Ply, 480 Sheets)",KT2X1-4,7,760,4,48182000,18%,8906004864247-4,-,KNRGBYPHY9FBCNGF,-,-,30295,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami 3 Ply Toilet Tissue Paper Roll - Pack of 84 (160 Pulls Per Roll, 13,440 Sheets)",TR12X1-3P3P84,13,3990,1,48181000,18%,8906004863844,B079YRRDHK,-,-,-,-,-,590308642,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami 3 Ply Toilet Tissue Paper Roll - Pack of 72 (160 Pulls Per Roll, 11,520 Sheets)",TR12X1-3P3P72,13,3420,1,48181000,18%,8906004863844,B079YJX5NZ,-,-,-,-,-,590308642,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami So Soft - 3 Ply Toilet Paper | Tissue Roll - 12 in 1 (Pack of 3)- 36 Rolls - Total 5760 Pulls Toilet Paper Roll (3 Ply, 160 Sheets)",TR12X1-3P3P36,13,1710,2,48181000,18%,8906004863844-3,B079YPLZLT,TPOG5XQTVQFJUZ3W,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami So Soft 3 Ply Toilet Paper / Toilet Roll / Tissue Roll - 10 x 9.8 cm - 160 Pulls Per Roll - 6 in 1 - Pack of 3 - 18 Rolls, 2880 Pulls",TR6X1-6P3P,10,870,1,48181000,18%,8906004861130,B00W1SOFZU,TPOG38YATBKFV4YJ,-,-,-,-,590307594,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Luxuria 3 ply Toilet Paper/ Tissue Roll - 12 in 1 (Pack of 2)- 24 Rolls - Total 3360 Pulls Toilet Paper Roll (3 Ply, 140 Sheets)",LTR12X1-2,9,1520,3,48181000,18%,8906004865541-2,-,TPOG5XQTSEYSZGPH,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami So Soft - Aloe Vera Wet Wipes 25 pcs Pack of 4,SSWWALO25P4,11,380,12,33079090,18%,8906004863745,B01K1IYC54,-,-,-,-,-,590308639,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami Wet Wipes |25 Wipes per Pack |3 Packs |Total 75 Wipes |Assorted Flavors (75 Tissues),WW25X3,6,285,16,33079090,18%,8906004863745-3,B00WB84B4A,FLTFJ33MBTFARK4Y,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami Wet Wipes |25 Wipes per Pack |3 Packs |Total 75 Wipes |Assorted Flavors (75 Tissues),WW25X3-FK,9,285,16,33079090,18%,8906004867828,B00WB84B4A,WIPFN822UZMTZQNZ,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami So Soft Absorbent 2 ply Kitchen Towels 4 in 1-60 pulls per roll-8 Rolls (2 Ply, 480 Sheets)",KT4X1-2,7,750,6,48182000,18%,8906004864254-2,-,KNRGBYPHMV4NGW5W,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue 2 Ply (100 Pulls) Pack of 9,FT100X9P2,9,594,4,48182000,18%,8906004867705,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue 2 Ply (100 Pulls) Pack of 3,FT100X3P2,9,297,12,48182000,18%,8906004867705,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami Facial Tissues (100 Tissues),FT100X4P,8,400,12,48182000,18%,,-,FLTFGPZFYHTFHWMP,294223,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Non-Woven Kitchen Towel Rolls,Origami,"Origami Kitchen Towel Non woven -80 Pulls (1 Ply, 80 Sheets)",NW2P80P-P1,10,220,36,56031200,12%,8906004864155,-,KNRFPWS3ZGQMCSZE,-,-,-,100549,590308643,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Non-Woven Kitchen Towel Rolls,Origami,"Origami Non Woven Kitchen Rolls (1 Ply, 240 Sheets)",NW2P80P-P3,10,660,12,56031200,12%,8906004864155,-,KNRFTGHCJX6HPESJ,-,-,-,-,590308643,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami Wet Wipes|10 Wipes per Pack |10 Packs |Total 100 Wipes |Assorted Flavors (250 Tissues),WW10X10ASSOR,12,400,9,33079090,18%,8906004863547-10,-,FLTFJ33SGJFGS9WZ,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami So Soft 2 Ply Tissue Paper Napkins Box (300 Tissues),TT50X6,6,540,9,48182000,18%,8906004862038-6,-,FLTGANAANBKQ6HZ4,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Non-Woven Kitchen Towel Rolls,Origami,"Origami So..Soft Single Non-woven Kitchen Towels - 80 Pulls (1 Ply, 80 Sheets)",NW2P80P1P,9,220,36,56031200,12%,8906004864155,-,KNRFPUHDHUHHVDZE,-,-,-,-,590308643,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft 2 Ply Face Tissue Box - 100 PullsX4 Multicolor Paper Napkins (4 Sheets),FT100X4COL,10,400,12,48182000,18%,8906004863080,-,NAPFY2D6XJHAFWZ6,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami Kitchen Towels- Pack of 6 single rolls (60 Sheets Per Roll) (2 Ply, 360 Sheets)",KRP6P60P2-PR,12,499,8,48182000,18%,8906004869051,B08WRWRTHW,KNRGA24ECFQYRYZD,-,-,80087,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami 2 in 1 Kitchen Towels (2 Ply, 60 Sheets)",KT2X1-3,7,570,6,48182000,18%,8906004864247-3,-,KNRFZWXHGTWAAPB4,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami So Soft 3 Ply Toilet Tissue Rolls 12 in 1 - Pack of 4 - Total 48 Rolls - 160 Pulls Per Roll - Total 7680 Pulls (Pack of 4) Toilet Paper Roll (3 Ply, 160 Sheets)",TR12X1-4P3P48,13,2280,2,48181000,18%,8906004863844-4,B079YLNBGG,TPOG9XWDMR7RJ2PH,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami So Soft 3 Ply Toilet Tissue Rolls 12 in 1 - Pack of 4 - Total 48 Rolls - 160 Pulls Per Roll - Total 7680 Pulls (Pack of 4) Toilet Paper Roll (3 Ply, 160 Sheets)",SSTR10IN1100G3P_AZ_4,,,,,,,,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,"Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - 48 x 53 cm (Medium) - 15 Bags Per Pack - Pack of 4, (60 Bags)",GKGBP4M,7,600,12,39206999,18%,8906004867538,B09WJ5J9FM,-,-,-,58960,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Good Karma,"Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - 48 x 53 cm (Medium) - 15 Bags Per Pack - Pack of 3, (45 Bags)",GKGBP3M,7,450,12,39206999,18%,8906004867538,B09WJ6PTKR,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Good Karma,Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Large - Pack of 3,GKGBP3L,7,525,12,39206999,18%,8906004868108,B0B368BQPF,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Good Karma,Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Large,GKGBP1L,7,175,32,39206999,18%,8906004868108,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Good Karma,Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Small - Pack of 3,GKGBP3S,7,360,12,39206999,18%,8906004868092,B0B365G9K6,-,-,-,97289,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly  Garbage Bags | 17 x 19 Inches Small Pack of 2 | (15 Bags per Pack) For Dry & Wet Trash (Green),GKSMALL02,9,240,,39206999,18%,,B0DGGV2ZYZ,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly  Garbage Bags | 17 x 19 Inches Small Pack of 3 | (15 Bags per Pack) For Dry & Wet Trash (Green),GKSMALL03,9,360,,39206999,18%,8906004861543,B0DGGR897P,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly  Garbage Bags | 17 x 19 Inches Small Pack of 6 | (15 Bags per Pack) For Dry & Wet Trash (Green),GKSMALL06,9,720,,39206999,18%,8906004861574,B0DGGR1192,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly Garbage Bags | 19 x 21 Inches Medium Pack of 2 | (15 Bags per Pack) For Dry & Wet Trash (Green),GKMED02,7,300,,39206999,18%,,B0DGGRCGJ6,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly Garbage Bags | 19 x 21 Inches Medium Pack of 3 | (15 Bags per Pack) For Dry & Wet Trash (Green),GKMED03,7,450,,39206999,18%,8906004861536,B0DGGV3572,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly Garbage Bags | 19 x 21 Inches Medium Pack of 6 | (15 Bags per Pack) For Dry & Wet Trash (Green),GKMED06,7,900,,39206999,18%,8906004861567,B0DGGVN7T6,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly Garbage Bags | 24 x 32 Inches Large Pack of 2| (10 Bags per Pack) For Dry & Wet Trash (Green),GKLARG02,8,350,,39206999,18%,,B0DGGSK4Y2,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly Garbage Bags | 24 x 32 Inches Large Pack of 3 | (10 Bags per Pack) For Dry & Wet Trash (Green),GKLARG03,8,525,,39206999,18%,8906004861529,B0DGGSTX33,,,,,,,,,,,,,,,,
Garbage Bags,Good Karma,Good Karma Compostable & Eco Friendly Garbage Bags | 24 x 32 Inches Large Pack of 6 | (10 Bags per Pack) For Dry & Wet Trash (Green),GKLARG06,8,1050,,39206999,18%,8906004861550,B0DGGVS7XM,,,,,,,,,,,,,,,,
Neem Comb,Good Karma,"Good Karma Neem Wooden Comb for Women & Men, Promotes Hair Growth | Anti-Bacterial and Controls Dandruff - Bio-Degradable Hair Styling Comb - Pack of 3",GKNWP3,6,480,32,9615,18%,8906004867996,B09RZT67KK,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Neem Comb,Good Karma,"Good Karma Neem Wooden Comb for Women & Men, Promotes Hair Growth | Anti-Bacterial and Controls Dandruff - Bio-Degradable Hair Styling Comb - Pack of 4",GKNWP4,6,640,8,9615,18%,8906004867996,B09W2FMXG4,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Luxuria 3 Ply Tissue Paper Party Napkins - 22 x 22 cm - 20 Napkins Per Pack - Pack of 4-80 Napkins Party Design,PL1,3,320,32,48181000,18%,8906004865596,B08ZJFMMB3,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Luxuria Premium 3 Ply Cocktail Party Napkins/Paper Napkins/Hand Tissues - 22 X 22 cm - Assorted Multi Color Printed Designs - Pack of 80 Napki,PL2,3,320,60,48181000,18%,8906004865596,B09MF8LCCV,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Luxuria 3 Ply Tissue Paper Party Napkins - 22 x 22 cm - 20 Napkins Per Pack - Pack of 4-80 Napkins - Multi Design,PL3,3,320,32,48181000,18%,8906004865596,B07MX2KDJF,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Luxuria 3 Ply Toilet Paper/Toilet Roll/Tissue Roll - 10 x 9.8 cm - 140 Pulls Per Roll - 4 in 1 - Pack of 2-8 Rolls, 1120 Pulls",LTR4X2-3PLY,11,560,12,48181000,18%,8906004865510,B07DXL8D8X,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Stripes,CUP200ML20SX4,13,720,10,48236900,18%,8906004863714,B016PXYBDM,-,-,-,-,-,590772039,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Neem Comb,Good Karma,"Good Karma Neem Wooden Comb for Women & Men, Promotes Hair Growth | Anti-Bacterial and Controls Dandruff - Bio-Degradable Hair Styling Comb - Pack of",PL6,3,320,32,96159000,12%,8906004867996,B09RZMBV2F,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft 2 Ply Facial Tissue Paper / Tissue Box - 20 x 20 cm - 50 Pulls Per Box - Pack of 8 - 400 Pulls,SSFTSINGL050P2P,15,432,5,48182000,18%,8906004863097,B00X1IRU0G,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 2-100 Cups - Polka Dots,CUP200ML20SX2,13,360,20,48236900,18%,8906004863714,B016PWWR5C,-,-,-,-,-,590772039,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2-100 Plates - Checks,Plate23X50-che,14,600,10,48236900,12%,8906004864186,B08ZKMYVQ5,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami Wet Wipes/Wet Tissue/Wet Facial Tissue - 15 x 20 cm - 25 Pulls Per Pack - Pack of 6-150 Wipes - Assorted Fragrances,PL11,4,570,8,33079090,18%,8906004863745,B00W1SO7J4,-,-,-,-,-,590308639,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami Wet Wipes/Wet Tissue/Wet Facial Tissue - 15 x 20 cm - 25 Pulls Per Pack - Pack of 6-150 Wipes - Assorted Fragrances, SSWW015CM025P0P_cologne_AZ,,,,,,,,,,,,,,,,,,,,,,,
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2 - 100 Plates - Stripes,Plate23-50STRP,14,600,10,48236900,12%,8906004864186,B096MSRYQ2,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Origami Luxuria 2 Ply Toilet Paper / Toilet Roll / Tissue Roll - 10 x 9.8 cm - 200 Pulls Per Roll - 6 in 1 - Pack of 2 - 12 Rolls, 2400 Pulls",PL13,4,640,8,48181000,18%,8906004865527,B07DXHXTSV,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,Origami Luxuria 3 Ply Compact Toilet Paper / Toilet Roll / Tissue Roll - 10 x 9.8 cm - 250 Pulls Per Roll - Pack of 6 Rolls - 1500 Pulls,PL14,4,680,16,48181000,18%,8906004865718,B07DXNKWXW,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2-100 Plates - Circles,Plate23-50CIRC,14,600,10,48236900,12%,8906004864186,B08ZKMNJFV,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami Wet Wipes / Wet Tissue / Wet Facial Tissue - 15 x 20 cm - 25 Pulls Per Pack - Pack of 5 - 125 Wipes - Assorted Fragrances,PL16,4,475,9,33079090,18%,8906004863745,B00WB84OAQ,-,-,-,-,-,590308639,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2-100 Plates - Stars,Plate23-50STAR,14,600,10,48236900,12%,8906004864186,B08ZKLLQN9,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2 - 100 Plates - Red Flower,Plate23-50RED,13,600,10,48236900,12%,8906004864186,B08ZNJFCCT,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Luxuria 3 Ply Tissue Paper Party Napkins - 22 x 22 cm - 20 Napkins Per Pack - Pack of 4-80 Napkins Party Design,,0,320,10,48182000,18%,8906004865596,B08ZJFMMB3,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Luxuria 3 Ply Tissue Paper Party Napkins - 22 x 22 cm - 20 Napkins Per Pack - Pack of 4-80 Napkins Party Design,LNP22x22 ,9,80,40,48182000,18%,8906004865596,B08ZJFMMB3,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Neem Comb,Good Karma,"Good Karma Neem Wooden Comb for Women & Men, Promotes Hair Growth | Anti-Bacterial and Controls Dandruff - Bio-Degradable Hair Styling Comb - Pack of 4",GKNMCMB4P,9,640,32,9615,18%,8906004867996,B09RZMBV2F,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,Origami Good Karma Toilet Rolls Mega Pack - 16 Rolls,GKMGTR4x1-4,11,1000,32,48181000,18%,8906004869143,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Good Karma,"Origami Good Karma Pocket Hanky, 10 Pulls- Pack of 10",GKPH10SP10P,11,150,32,48181000,18%,8906004868429,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Good Karma,"Origami Good Karma Paper 50 Serviettes , 2Ply- Case Pack",GK3,3,1799,32,48181000,18%,8906004867583,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma  Face Tissue Box, 100 Pulls, 2 Ply- Pack of 2",GK2FT200,8,200,32,48182000,18%,8906004867651,B0D5BVCXD6,FLTH3XV2RANPNRHJ,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Good Karma,"Origami Good Karma  Face Tissue Box, 100 Pulls, 2 Ply- Pack of 2",0S-8NWM-O5F7,12,200,32,48182000,18%,8906004867651,B0CXDLJ2L7,FLTH3XV2RANPNRHJ,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Good Karma,Origami Good Karma Paper 50 Serviettes 2Ply- Pack of 2,GK5,3,170,32,48181000,18%,8906004867668,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Good Karma,Origami Good Karma Compostable Garbage bags- Medium - Case Pack,GK6,3,1530,32,39206999,18%,8906004868276,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,"Origami Good Karma Toilet Roll Single, 320 Pulls- Pack of 2 Rolls",GK7,3,170,36,48181000,18%,8906004867644,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma All In 1 Home Pack,GKALLIN1,8,790,32,48181000,18%,8906004867521,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Pocket Tissues,Good Karma,"Origami Good Karma Pocket Hanky, 10 Pulls- Pack of 5",GK9,3,75,32,48181000,18%,8906004868412,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma Kitchen Pack,GK10,4,660,32,48181000,18%,8906004867507,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Combos,Good Karma,Origami Good Karma Kitchen Towel Mega Pack- 8 Rolls,GK11,4,720,32,48181000,18%,8906004869174,-,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
