Category,Brand,Ttile,SKU Code,SKU Length,MRP,Case Pack,HSN,GST%,EAN/UPC,ASIN,FSN,BB ID,Blinkit ID,Swiggy ID,Zepto ID,Jiomart Id,Super daily,Margin to RK (ASP),Margin to CRPL (ASP),Margin to Blinkit (MRP),Margin to Swiggy (MRP),Margin to Dunzo (MRP),Margin to Bigbasket (MRP),Margin to Zepto (MRP),Margin to FK Grocery (MRP),Margin to RK Fresh (ASP)
Box Facial Tissues (Soft),Origami,Origami 2 Ply Facial Tissue Soft Pack | Car Tissue - 200 Pulls,SOFTPACK200P,12,125,60,48182000,18%,8906004869044,B0CTT7VXFZ,FLTH3Q7GXCXHC6VZ,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Origami,"Origami 2 Ply Kitchen Tissue Paper Roll - Pack of 2 (60 Pulls Per Roll, 120 Sheets)",KT2X1SINGLE,11,190,18,48181000,18%,8906004864247,B0CTVJXV3Y,KNRGYFY3ZVJKEFN6,-,,,,590308645,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Klassic Tissue Paper Napkins - Pack of 3,KLANAP3P,8,135,,48182000,18%,8906004862458,B0CTVF7YTS,NAPGYGW9H3GKSQDE,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Klassic Tissue Paper Napkins - Pack of 3,KLANAP3P,8,135,,48182000,18%,8906004862458,B0CTVF7YTS,NAPH48YPVSG8KEU5,,,,,,,,,,,,,,,
Plain Napkins,Origami,Origami Tissue Paper Napkins - Pack of 3,OTPNAP3P,8,150,,48182000,18%,,B0CTVDMC15,NAPH48YGEAKPZWZG,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Klassic Tissue Paper Napkins - Pack of 6,KLANAP6P,8,270,,48182000,18%,8906004862458,B0CTVGS4PV,NAPGYGWZHNUGAMR7,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Klassic Tissue Paper Napkins - Pack of 2,KLANAP2P,8,90,,48182000,18%,8906004862458,B0CTVC2PB7,NAPGYGWHQKHHVBQZ,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Tissue Paper Napkins - Pack of 2,OTPNAP2P,8,100,,48182000,18%,,B0CTVV133W,NAPGYGWTJAHZMSGP,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Garbage Bags,Origami,Origami Garbage Bags Medium Pack of 3,GBAGMD_PACK_3,13,330,12,39206999,18%,8906004860850,B0CQZ9TWCV,-,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Non-Woven Kitchen Towel Rolls,Origami,"Non Woven Kitchen Rolls Pack of 2, 80 Pulls",NONWOVEN_PACK_2,15,440,18,56031200,12%,8906004864155,B00W1SO1A4,KNRFS8X6UBQKPGG5,-,-,-,-,590308643,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami  Multifold Tissue Paper Dispenser with Free Refill for Kitchen, Bathroom, Restaurant & Office (SL-1220,White)",SL-1220-01,10,2999,,39249010,18%,8906004860935,B0CXTFLH2T,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami Multifold Tissue Paper Dispenser with Free Refill for Kitchen, Bathroom, Restaurant & Office (MC-300AB, White)",MC-300ABB-01,12,1999,,39249010,18%,8906004860942,B0CXTH57LX,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami Disposable Toilet Seat Cover Dispenser with Free Refill for Bathroom, Restaurant & Office (TCS-100, White)",TCS-100-01,10,4999,,39249010,18%,8906004860973,B0CXTKNMTW,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami Multifold Tissue Paper Dispenser with Free Refill for Kitchen, Bathroom, Restaurant & Office (, White)",DISPENSER HBT-500-01,20,3999,,39249010,18%,89060048610000,B0CXTJCXJJ,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami Wall Mounted Manual Handwash/Foam Soap/Sanitiser Dispenser for Kitchen, Bathroom, Restaurant & Office (SL 1000, White)",HWD-100,7,3999,,39249010,18%,8906004860959,B0CXTDSXRW,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami Wall Mounted Automatic Handwash/Shampoo/Shower Gel/Sanitiser Dispenser for Kitchen, Bathroom, Restaurant & Office (Gel-1000, White)",HWD-Gel-1000,12,7999,,39249010,18%,8906004860966,B0CXTFLJ52,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami Automatic Heavy Duty Air Freshener Dispenser with Free Refill for Bathroom, Restaurant & Office (LED 100, White)",LED-100-01,10,3999,,39249010,18%,8906004860980,B0CXTGVMPC,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Tissue Paper Dispenser,Origami,"Origami Table Top Tissue Paper Napkin Dispenser with Free Refill for Dining Table, Kitchen, Bathroom, Restaurant & Office (POPD,White)",POPD-001,8,399,,39249010,18%,8906004860997,B0CXTFYLTC,-,-,-,-,-,-,-,30%,22%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,Origami So Soft Face Tissue (1 pack (100 pulls),FTHOLI100,9,100,48,48182000,18%,8906004861062,B0CZ6VZDSW,-,-,10153069,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues (Soft),Origami,"Origami 2 Ply Facial Tissue Soft Pack | Car Tissue - Pack of 10 (200 Pulls Per Box, 2000 Sheets)",SOFTPACK200P10S,15,1250,60,48181000,18%,8906004869044-10,B0C597D9C4,-,-,,,,-,,,,,,,,,,
Kitchen Towel Rolls,Good Karma,"Origami Good Karma 2 Ply Kitchen Tissue Paper Roll - Pack of 2 (75 Pulls Per Roll, 150 Sheets)",GK2KT150,8,180,18,48181000,18%,,B0D5BV8QJB,KNRH48S2HYJNRAUS,-,,,,-,,,,,,,,,,
Kitchen Towel Rolls,Good Karma,"Origami Good Karma 2 Ply Kitchen Tissue Paper Roll - Pack of 2 (75 Pulls Per Roll, 150 Sheets)",GK2KT150,8,180,18,48181000,18%,,B0D5BV8QJB,KNRH3XWGGWZFXSQM,,,,,,,,,,,,,,,
Kitchen Towel Rolls,Good Karma,"Origami Good Karma 2 Ply Kitchen Tissue Paper Roll - Pack of 2 (75 Pulls Per Roll, 150 Sheets)",SX-63AF-UROA,12,180,18,48181000,18%,,B0CXDHYTFP,-,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,Origami Good Karma 2 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 4 (50 Pulls Per Pack),GK2PN400,8,340,18,48182000,18%,,B0D5BVXJ9K,NAPH48XNUSFGEYPB,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,Origami Good Karma 2 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 4 (50 Pulls Per Pack),Q7-BGIZ-ZSYP,12,340,18,48182000,18%,,B0CXJ2X8HT,-,-,,,,-,,,,,,,,,,
Kitchen Towel Rolls,Good Karma,"Origami Good Karma 2 Ply Kitchen Tissue Paper Roll - Pack of 4 (75 Pulls Per Roll, 300 Sheets)",GK2KT300,8,360,18,48181000,18%,,B0D5BSJM41,-,-,,,,-,,,,,,,,,,
Kitchen Towel Rolls,Good Karma,"Origami Good Karma 2 Ply Kitchen Tissue Paper Roll - Pack of 4 (75 Pulls Per Roll, 300 Sheets)",VR-P1J0-J8JS,12,360,18,48181000,18%,,B0CXDL1ZT5,-,-,,,,-,,,,,,,,,,
Toilet Tissue Rolls,Good Karma,"Good Karma 3 Ply Toilet Tissue Paper Roll, 320 Pulls",GK3TP320,8,80,18,48181000,18%,,B0D5BNRTNF,TPOH48X6HSUZZMR3,-,,,,-,,,,,,,,,,
Toilet Tissue Rolls,Good Karma,"Good Karma 3 Ply Toilet Tissue Paper Roll, 320 Pulls",PJ-5H36-ESLB,12,80,18,48181000,18%,,B0CX995JF6,-,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,"Origami Good Karma 1 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 4 (100 Pulls Per Pack, 400 Sheets)",GK1PN400,8,320,18,48182000,18%,,B0D5BVQPXT,NAPH3XWWTZF9A3GZ,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,"Origami Good Karma 1 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 4 (100 Pulls Per Pack, 400 Sheets)",ND-00QO-E086,12,320,18,48182000,18%,,B0CXJ38LBD,-,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,Origami Good Karma 2 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 2 (50 Pulls Per Pack),GK2PN200,8,170,18,48182000,18%,,B0D5BX68DT,-,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,Origami Good Karma 2 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 2 (50 Pulls Per Pack),7Q-WRLO-6BIT,12,170,18,48182000,18%,,B0CXHR7DM7,-,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,"Origami Good Karma 1 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 2 (100 Pulls Per Pack, 200 Sheets)",GK1PN200,8,160,18,48182000,18%,,B0D5BVBVFF,-,-,,,,-,,,,,,,,,,
Plain Napkins,Good Karma,"Origami Good Karma 1 Ply Unbleached Sustainable Tissue Paper Napkins - Pack of 2 (100 Pulls Per Pack, 200 Sheets)",HY-S0CD-Z1DI,12,160,18,48182000,18%,,B0CXJ3MGZL,-,-,,,,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami So Soft - 3 Ply Toilet Paper | Tissue Roll - 6 in 1 (Pack of 4)- 24 Rolls - Total 3840 Pulls Toilet Paper Roll (3 Ply, 160 Sheets)",TR6X1-4P3P,10,1160,4,48181000,18%,8906004861130-4,-,TPOG9XWDJVUNG4NQ,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami So Soft - 3 Ply Toilet Paper | Tissue Roll - 4 in 1 (Pack of 3)- 12 Rolls - Total 4080 Pulls Toilet Paper Roll (3 Ply, 340 Sheets)",TR4X1-4P3P,10,1500,3,48181000,18%,8906004861147-4,-,TPOG9XWDSZGJHWPA,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Good Karma,Origami Good Karma 3 Ply Unbleached Toilet Paper - 260 Sheets Per Roll - 4-in-1 (Pack of 2),GKTRP4P260P3,12,590,16,48181000,18%,8906004867040,-,TPOG5XQSRSGTBGUA,40242716,10108092,-,9cdf7a88-8c75-462e-9392-84245755e288,590309871,,,,,,,,,,
Box Facial Tissues,Origami,"Box Facial Tissues Pack of 4, 100 Pulls, 2 Ply",FTP4P100P2,10,400,8,48182000,18%,8906004863080,-,FLTFPD5QYVYYQDHW,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Origami,"Origami Biodegradable Garbage Bags for Dustbin - Large 24 x 32 Inches | 15 bags per Roll (Pack of 3, Black)",OGBLP3,6,375,12,39206999,18%,8906004868108,B0CM3BZZR3,-,-,,,,-,,,,,,,,,,
Garbage Bags,Origami,"Origami Biodegradable Garbage Bags for Dustbin - Large 24 x 32 Inches | 15 bags per Roll (Pack of 6, Black)",OGBLP6,6,750,12,39206999,18%,8906004860546,B0CM39SLM9,-,-,,,,-,,,,,,,,,,
Garbage Bags,Origami,"Origami Biodegradable Garbage Bags for Dustbin - Small 17 x 19 Inches | 30 bags per Roll (Pack of 3, Black)",OGBSP3,6,270,12,39206999,18%,8906004868092,B0CM3C7DDB,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B01KMHUZU0,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QVY48,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QVBGY,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QW2NU,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B09PB6GZJN,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QW460,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QXCDO,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B01CJWBMR6,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QVNJY,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B0C81W2TGB,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QXE0K,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QVJNE,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QXHQG,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B012MUG2M0,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B09HCDXDD3,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B074N6D5YH,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QX75C,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00E3QVHTK,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B01J819OFS,-,-,,,,-,,,,,,,,,,
Not sold by Origami,,,,0,,,,,,B00BSWSH7W,-,-,,,,-,,,,,,,,,,
Garbage Bags,Origami,"Origami Garbage Bags for Dustbin - Small 17 x 19 Inches | 30 bags per Roll (Pack of 6, Black)",OGBSP6,6,540,12,39206999,18%,8906004868092,B0CM39CFSS,-,-,,,,-,,,,,,,,,,
Kitchen Towel Rolls,Origami,"Origami Reusable Kitchen Towel - Pack of 2 (48 Pulls per Roll, 96 Sheets)",ORLUCKT96,9,640,12,48182000,18%,8906004860713,B0D83DSFLZ,KNRHF2PEQBVBYUZX,-,,,,-,,,,,,,,,,
Kitchen Towel Rolls,Origami,Origami So..Soft Absorbent 2 ply Kitchen Towels - 60 pulls per roll - Pack of 6,,,525,6,48182000,18%,8906004864247,,KNRFPVC4QW4DSHBA,-,,,,590308645,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Eco Range Interfolded Paper Towels, Pack of 1, 125 sheets, 1 ply",ORINPTPO1125,12,75,,,18%,8906004867682,B0D9KJFLQF,-,-,,,,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Eco Range Interfolded Paper Towels, Pack of 6, 750 sheets, 1 ply",ORINPTPO6750,12,450,,,18%,8906004867101,B0D9KKDLSD,-,-,,,,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Eco Range Interfolded Paper Towels, Pack of 3, 375 sheets, 1 ply",ORINPTPO3375,12,225,,,18%,8906004861178,B0D9KL9B2P,-,-,,,,-,,,,,,,,,,
Box Facial Tissues,Origami,"Box Facial Tissues Pack of 2, 100 Pulls per pack, 2 Ply",,0,198,24,48182000,18%,8906004860454,,-,-,,,,-,,,,,,,,,,
Wet Tissues,Origami,Origami Wet Wipes Pack of 2 - 50 Pulls (Aloe Vera & Rose),,0,190,24,33079090,18%,8906004860461,,-,-,,,,-,,,,,,,,,,
Aluminium Foil,Origami,"Origami Silver Aluminium Foil for Food Packing - 1kg, 30cm Width, 18 Micron Extra Thickness",ORALF1KG,8,900,20,76072010,18%,8906004860881,B0D7J3V4JT,AFSH3KM6GTBSAT9Y,#-,#-,#-,#-,-,#-,,#-,#-,#-,#-,#-,,,
Aluminium Foil,Origami,"Origami Silver Aluminium Foil for Food Packing - 9m x 30cm, 11 Micron Thickness",ORALF09M,8,130,50,76072010,18%,8906004860911,B0D7J3L416,AFSH3KMJ55HPH5ZG,#-,#-,#-,#-,-,#-,,#-,#-,#-,#-,#-,,,
Aluminium Foil,Origami,"Origami Silver Aluminium Foil for Food Packing - 72m x 30cm, 11 Micron Thickness",ORALF72M,8,650,20,76072010,18%,8906004860898,B0D7J2KG6X,AFSH3ZVPGYPSSE8A,#-,#-,#-,#-,-,#-,,#-,#-,#-,#-,#-,,,
Aluminium Foil,Origami,"Origami Silver Aluminium Foil for Food Packing - 25m x 30cm, 11 Micron Thickness",ORALF25M,8,230,50,76072010,18%,8906004860904,B0D7HXKWJY,AFSH3KMZZQGTHPQ8,#-,#-,#-,#-,-,#-,,#-,#-,#-,#-,#-,,,
Paper Cups,Origami,Origami Cups - 200 ml (20 Pieces),,0,180,40,48236900,18%,8906004863707,B00E3QWDRU,-,-,,,,590310989,,,,,,,,,,
Paper Cups,Origami,"Origami Plain Party Paper Cups, 150ml, 25 Cups",,0,60,80,48236900,18%,8906004863864,B00E3QWC3K,-,-,-,-,-,-,,,,,,,,,,
Wet Tissues,Origami,Origami Wet Wipes Pack of 4- 80 Pulls (Aloe Vera),LWW-ALOEVERA-20P,16,380,12,33079090,18%,8906004865862,B09TTFBD3X,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami So.Soft Luncheon Napkins - 50 Serviettes,,0,,,,18%,,B00E3QVX1W,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Luxuria pulp moulded plates- Pack of 20,ORLPMP20,8,290,24,48236900,12%,8906004865695,B0D8WFJKK7,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Luxuria pulp moulded plates - Pack of 50,ORLPMP50,8,600,12,48236900,12%,8906004865701,B0D8WGHP9Z,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,"Origami Plates- 19cm, 100 Pieces ( Pack of 5,per pack 20)",ORPLA19PO5,10,300,60,48236900,18%,8906004863448,B0D8WGL7VH,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,"Origami Plates- 23cm, 100 Pieces, (Pack of 5, per pack 20 plates)",ORPLA23PO5,10,400,60,48236900,18%,8906004863431,B0D8WH4X3N,-,-,-,-,-,590310538,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Origami Disposable Beer Pong Glasses 350 ml- Pack of 2 (10 cups),ORBP350PO2,10,220,12,48236900,18%,,B0D8WGVPQX,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses 350 ml- Pack of 3 (15 cups),ORBP350PO3,10,330,8,48236900,18%,,B0D8WFZRLG,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses 350 ml- Pack of 4 (20 cups),ORBP350PO4,10,440,6,48236900,18%,,B0D8WHCGWX,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Rippled Glasses 250ML - Pack of 2 (20 cups),ORRP250PO2,10,340,12,48236900,18%,,B0D8WDGS1H,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Rippled Glasses 250ML - Pack of 3 (30 cups),ORRP250PO3,10,510,8,48236900,18%,,B0D8WGRB83,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses 450ML - Pack of 2 (10 cups),ORBP450PO2,10,280,12,48236900,18%,,B0D8WGZ3RN,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses 450ML - Pack of 3 (15 cups),ORBP450PO3,10,420,8,48236900,18%,,B0D8WHCJJ1,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses 450ML - Pack of 4 (20 cups),ORBP450PO4,10,560,6,48236900,18%,,B0D8WHKZG9,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,"Origami Cups- 150 ml, 100 Pieces",ORCUP150P100,12,220,50,48236900,18%,8906004863691,B0D8WFSBDZ,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses - Pack of 2 (350ML) ,ORBPC350PO2,11,220,,48236900,18%,,B0D9JTGJ3S,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses - Pack of 3 (350ML),ORBPC350PO3,11,330,,48236900,18%,,B0D9JSYJP3,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses - Pack of 4 (350ML),ORBPC350PO4,11,440,,48236900,18%,,B0D9JQ66M5,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses - Pack of 2 (450ML),ORBPC450PO2,11,280,,48236900,18%,,B0D9JST76Q,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,,Origami Disposable Beer Pong Glasses - Pack of 3 (450ML),B0D9JTJDJ8,10,420,,48236900,18%,,B0D9JTJDJ8,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses - Pack of 3 (450ML),ORBPC450PO3,11,420,,48236900,18%,,B0D9JTJDJ8,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Beer Pong Glasses - Pack of 4 (450ML),ORBPC450PO4,11,560,,48236900,18%,,B0D9JT25F7,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Small - Pack of 2,GKGBSMAPO2,10,240,12,39206999,18%,8906004868092-2,B0D9JRHKNF,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Small - Pack of 3,GKGBSMAPO3,10,360,12,39206999,18%,8906004868092-3,B0D9JSBTXC,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Small - Pack of 6,GKGBSMAPO6,10,720,12,39206999,18%,8906004868092-6,B0D9JQCSX7,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,"Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - 48 x 53 cm (Medium) - 15 Bags Per Pack, Pack of 2",GKGBMEDPO2,10,300,12,39206999,18%,8906004867538-2,B0D9JSSMSN,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,"Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - 48 x 53 cm (Medium) - 15 Bags Per Pack, Pack of 3",GKGBMEDPO3,10,450,12,39206999,18%,8906004867538-3,B0D9JSNZSB,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,"Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - 48 x 53 cm (Medium) - 15 Bags Per Pack, Pack of 6",GKGBMEDPO6,10,900,12,39206999,18%,8906004867538-6,B0D9JSJMH7,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Large - Pack of 2,GKGBLARPO2,10,350,12,39206999,18%,8906004868108-2,B0D9JRHGTN,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Large - Pack of 3,GKGBLARPO3,10,525,12,39206999,18%,8906004868108-3,B0D9JPGFKW,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Good Karma,Origami Good Karma Compostable/Biodegradable/Eco Friendly Garbage/Trash/Dustbin/Kachra Bags - Large - Pack of 6,GKGBLARPO6,10,1050,12,39206999,18%,8906004868108-6,B0D9JQXLWN,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,"Origami Hard Roll Paper Towel, (HRT) Pack of 10 (38 GSM, 1ply,150 Mtrs,)",ORHRT10,7,2130,,,18%,8906004861161,B0D5M751T8,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,"Origami Multi Fold - Pack of 40 (M-Fold, 34 GSM) (150's pkt, 1 Ply, 21x21 Size)",ORMF150,7,1308,,,18%,8906004861154,B0D5HGP8FD,-,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Origami,Origami Biodegradable Garbage Bags for Dustbin - Small 17 x 19 Inches | 30 bags per Roll (Black),,0,90,12,39206999,18%,8906004860515,,GRBHF3DJ5EZXQN5N,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Origami,Origami Biodegradable Garbage Bags for Dustbin - Medium 19 x 21 Inches | 30 piece per Roll (Black),,0,110,12,39206999,18%,8906004860850,,GRBHF3DJFGRHQVZM,-,-,-,-,-,,,,,,,,,,
Garbage Bags,Origami,Origami Biodegradable Garbage Bags for Dustbin - Large 24 x 32 Inches | 15 bags per Roll (Black),,0,125,12,39206999,18%,8906004860539,,GRBHF3DJUDGQQRUX,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Value Pack Tissue Roll, Single,-ECO Range, 10x9.7cm. 220 pulls,2 ply",,0,56,,,18%,8906004867156,,TPOHF2PM6TB45QQG,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Value Pack Tissue Roll, Single,-ECO Range, 10x9.7cm, 220 pulls, 2ply 6 in 1",,0,299,,,18%,8906004869211,,TPOHF2PKRM2XRFSJ,-,-,-,-,-,,,,,,,,,,
Box Facial Tissues,Origami,So Soft 2 Ply Facial Tissue Box - 200 Pulls,,0,175,32,48182000,18%,8906004863073,B0D9LHCXM8,-,-,,,,590309861,,,,,,,,,,
Wet Tissues,Origami,Origami Wet Wipes/Wet Tissue/Wet Facial Tissue - 15 x 20 cm - 25 Pulls Per Pack - Pack of 4-100 Wipes - Assorted Fragrances,SSWW4in1,#REF!,380,12,33079090,18%,,B00WB84I0W,-,-,-,-,-,-,,,,,,,,,,
Baby wipes,Origami,Origami Baby Luv Parabens Free Wet Wipes/Wet Tissue - 15x20cm- 80 Pulls,BBLUV80PULLWWIPE,#REF!,240,16,48189000,18%,8906004866678,B07S67GSCF,-,-,-,-,-,-,-,,,,,,,,,
Baby wipes,Origami,Origami Baby Wipes Pack (2),OBWWP2,,480,8,48189000,18%,8906004866678-2,B0CM3F7MFV,-,-,-,-,-,-,,,,,,,,,,
Baby wipes,Origami,Origami Baby Wipes Pack (3),OBWWP3,,720,5,48189000,18%,8906004866678-3,B0CM3CG9S9,-,-,-,-,-,-,,,,,,,,,,
Wet Tissues,Origami,Origami Luxuria Wet Wipes/Wet Tissue/Wet Facial Tissue - 15 x 20 cm - 20 Pulls Per Pack - Pack of 4-80 Wipes- Aloe Vera,LUX-WETWIPE-PARENT,18,380,12,33079090,18%,,B09TTCKGZ7,-,-,-,-,-,-,,,,,,,,,,
Wet Tissues,Origami,Origami Luxuria Wet Wipes/Wet Tissue/Wet Facial Tissue - 15 x 20 cm - 20 Pulls Per Pack - Pack of 4-80 Wipes - Tuberose,LWW-TUBEROSE-20P,#REF!,380,12,33079090,18%,8906004865800-4,B09TTCXQ7V,-,-,-,-,-,-,,,,,,,,,,
